ENCFF443BMA,GRCh38,ENCSR768DOX,A549,cell line,Homo sapiens,SMC3,2018/3/15,GGR,https://www.encodeproject.org/files/ENCFF443BMA/@@download/ENCFF443BMA.bed.gz
ENCFF829FZW,GRCh38,ENCSR360HRA,K562,cell line,Homo sapiens,KDM1A,2016/10/31,ENCODE,https://www.encodeproject.org/files/ENCFF829FZW/@@download/ENCFF829FZW.bed.gz
ENCFF774ARB,GRCh38,ENCSR686HIU,A549,cell line,Homo sapiens,FOSL2,2016/10/27,GGR,https://www.encodeproject.org/files/ENCFF774ARB/@@download/ENCFF774ARB.bed.gz
ENCFF160ECR,GRCh38,ENCSR363ASY,HepG2,cell line,Homo sapiens,ZNF629,2020/7/14,ENCODE,https://www.encodeproject.org/files/ENCFF160ECR/@@download/ENCFF160ECR.bed.gz
ENCFF921ABU,GRCh38,ENCSR289NSN,HEK293,cell line,Homo sapiens,ZNF354C,2016/10/7,ENCODE,https://www.encodeproject.org/files/ENCFF921ABU/@@download/ENCFF921ABU.bed.gz
ENCFF707SJC,GRCh38,ENCSR272TOJ,HepG2,cell line,Homo sapiens,DLX6,2020/7/8,ENCODE,https://www.encodeproject.org/files/ENCFF707SJC/@@download/ENCFF707SJC.bed.gz
ENCFF483EFR,GRCh38,ENCSR013KHB,A549,cell line,Homo sapiens,BCL3,2016/10/27,GGR,https://www.encodeproject.org/files/ENCFF483EFR/@@download/ENCFF483EFR.bed.gz
ENCFF202LMH,GRCh38,ENCSR375BUB,A549,cell line,Homo sapiens,CEBPB,2016/10/27,GGR,https://www.encodeproject.org/files/ENCFF202LMH/@@download/ENCFF202LMH.bed.gz
ENCFF622FUC,GRCh38,ENCSR998YJI,HepG2,cell line,Homo sapiens,ZNF503,2020/7/8,ENCODE,https://www.encodeproject.org/files/ENCFF622FUC/@@download/ENCFF622FUC.bed.gz
ENCFF696ELL,GRCh38,ENCSR783QUL,Loucy,cell line,Homo sapiens,EZH2phosphoT487,2018/2/6,ENCODE,https://www.encodeproject.org/files/ENCFF696ELL/@@download/ENCFF696ELL.bed.gz
ENCFF940MZW,GRCh38,ENCSR131FFJ,GM23248,cell line,Homo sapiens,EZH2,2018/3/9,ENCODE,https://www.encodeproject.org/files/ENCFF940MZW/@@download/ENCFF940MZW.bed.gz
ENCFF178XHT,GRCh38,ENCSR964KSS,A549,cell line,Homo sapiens,HES2,2016/10/27,GGR,https://www.encodeproject.org/files/ENCFF178XHT/@@download/ENCFF178XHT.bed.gz
ENCFF953MYO,GRCh38,ENCSR915APT,HepG2,cell line,Homo sapiens,ZCCHC11,2020/7/9,ENCODE,https://www.encodeproject.org/files/ENCFF953MYO/@@download/ENCFF953MYO.bed.gz
ENCFF090CEP,GRCh38,ENCSR505NMN,MCF-7,cell line,Homo sapiens,E2F4,2016/6/13,ENCODE,https://www.encodeproject.org/files/ENCFF090CEP/@@download/ENCFF090CEP.bed.gz
ENCFF704BPD,GRCh38,ENCSR469FBY,HepG2,cell line,Homo sapiens,HNF4A,2020/7/8,ENCODE,https://www.encodeproject.org/files/ENCFF704BPD/@@download/ENCFF704BPD.bed.gz
ENCFF540USW,GRCh38,ENCSR892QHR,HEK293,cell line,Homo sapiens,PRDM6,2017/4/6,ENCODE,https://www.encodeproject.org/files/ENCFF540USW/@@download/ENCFF540USW.bed.gz
ENCFF307JCM,GRCh38,ENCSR541AOQ,A549,cell line,Homo sapiens,PHF8,2016/11/23,ENCODE,https://www.encodeproject.org/files/ENCFF307JCM/@@download/ENCFF307JCM.bed.gz
ENCFF927JRS,GRCh38,ENCSR313MMD,HepG2,cell line,Homo sapiens,ZNF263,2020/7/8,ENCODE,https://www.encodeproject.org/files/ENCFF927JRS/@@download/ENCFF927JRS.bed.gz
ENCFF715FBM,GRCh38,ENCSR760NPX,A549,cell line,Homo sapiens,RAD21,2018/3/15,GGR,https://www.encodeproject.org/files/ENCFF715FBM/@@download/ENCFF715FBM.bed.gz
ENCFF692AIZ,GRCh38,ENCSR186IQL,A549,cell line,Homo sapiens,BCL3,2016/10/27,GGR,https://www.encodeproject.org/files/ENCFF692AIZ/@@download/ENCFF692AIZ.bed.gz
ENCFF486MHG,GRCh38,ENCSR011INW,HepG2,cell line,Homo sapiens,PRDM15,2020/7/8,ENCODE,https://www.encodeproject.org/files/ENCFF486MHG/@@download/ENCFF486MHG.bed.gz
ENCFF576SDC,GRCh38,ENCSR978EQY,HEK293,cell line,Homo sapiens,GLI2,2017/4/6,ENCODE,https://www.encodeproject.org/files/ENCFF576SDC/@@download/ENCFF576SDC.bed.gz
ENCFF974SGQ,GRCh38,ENCSR117CHD,HepG2,cell line,Homo sapiens,HOMEZ,2016/11/8,ENCODE,https://www.encodeproject.org/files/ENCFF974SGQ/@@download/ENCFF974SGQ.bed.gz
ENCFF648AIT,GRCh38,ENCSR676MJK,A549,cell line,Homo sapiens,RAD21,2018/3/15,GGR,https://www.encodeproject.org/files/ENCFF648AIT/@@download/ENCFF648AIT.bed.gz
ENCFF115NXR,GRCh38,ENCSR047EVQ,A549,cell line,Homo sapiens,EP300,2016/10/27,GGR,https://www.encodeproject.org/files/ENCFF115NXR/@@download/ENCFF115NXR.bed.gz
ENCFF866HGW,GRCh38,ENCSR752NDX,HepG2,cell line,Homo sapiens,ZNF282,2018/1/26,ENCODE,https://www.encodeproject.org/files/ENCFF866HGW/@@download/ENCFF866HGW.bed.gz
ENCFF399ZUJ,GRCh38,ENCSR321BJQ,A549,cell line,Homo sapiens,EHMT2,2016/11/23,ENCODE,https://www.encodeproject.org/files/ENCFF399ZUJ/@@download/ENCFF399ZUJ.bed.gz
ENCFF309TEO,GRCh38,ENCSR451CYX,HEK293,cell line,Homo sapiens,ZNF280D,2016/10/14,ENCODE,https://www.encodeproject.org/files/ENCFF309TEO/@@download/ENCFF309TEO.bed.gz
ENCFF075TIU,GRCh38,ENCSR000AHF,MCF-7,cell line,Homo sapiens,TAF1,2012/9/10,ENCODE,https://www.encodeproject.org/files/ENCFF075TIU/@@download/ENCFF075TIU.bed.gz
ENCFF277FJJ,GRCh38,ENCSR014YCR,GM12878,cell line,Homo sapiens,ATF7,2016/7/8,ENCODE,https://www.encodeproject.org/files/ENCFF277FJJ/@@download/ENCFF277FJJ.bed.gz
ENCFF346JDW,GRCh38,ENCSR000BRI,GM12878,cell line,Homo sapiens,RUNX3,2012/2/29,ENCODE,https://www.encodeproject.org/files/ENCFF346JDW/@@download/ENCFF346JDW.bed.gz
ENCFF048GXO,GRCh38,ENCSR398TMP,HepG2,cell line,Homo sapiens,MYNN,2020/7/9,ENCODE,https://www.encodeproject.org/files/ENCFF048GXO/@@download/ENCFF048GXO.bed.gz
ENCFF313FQE,GRCh38,ENCSR854IPI,HEK293,cell line,Homo sapiens,ZNF707,2016/10/7,ENCODE,https://www.encodeproject.org/files/ENCFF313FQE/@@download/ENCFF313FQE.bed.gz
ENCFF626GYD,GRCh38,ENCSR778QLY,HEK293T,cell line,Homo sapiens,ELF4,2017/1/31,ENCODE,https://www.encodeproject.org/files/ENCFF626GYD/@@download/ENCFF626GYD.bed.gz
ENCFF052UCF,GRCh38,ENCSR054FKH,HepG2,cell line,Homo sapiens,RAD21,2016/6/14,ENCODE,https://www.encodeproject.org/files/ENCFF052UCF/@@download/ENCFF052UCF.bed.gz
ENCFF173GUD,GRCh38,ENCSR290MUH,K562,cell line,Homo sapiens,GABPA,2016/6/13,ENCODE,https://www.encodeproject.org/files/ENCFF173GUD/@@download/ENCFF173GUD.bed.gz
ENCFF131OEJ,GRCh38,ENCSR862PNL,HEK293T,cell line,Homo sapiens,L3MBTL2,2016/11/21,ENCODE,https://www.encodeproject.org/files/ENCFF131OEJ/@@download/ENCFF131OEJ.bed.gz
ENCFF226PMF,GRCh38,ENCSR872BOU,HEK293T,cell line,Homo sapiens,FOXK2,2016/11/18,ENCODE,https://www.encodeproject.org/files/ENCFF226PMF/@@download/ENCFF226PMF.bed.gz
ENCFF951CCL,GRCh38,ENCSR479RZV,HepG2,cell line,Homo sapiens,CBFB,2020/7/9,ENCODE,https://www.encodeproject.org/files/ENCFF951CCL/@@download/ENCFF951CCL.bed.gz
ENCFF702DWT,GRCh38,ENCSR479QAJ,K562,cell line,Homo sapiens,U2AF2,2017/2/27,ENCODE,https://www.encodeproject.org/files/ENCFF702DWT/@@download/ENCFF702DWT.bed.gz
ENCFF788ONH,GRCh38,ENCSR545FXC,HepG2,cell line,Homo sapiens,ATF7,2016/7/8,ENCODE,https://www.encodeproject.org/files/ENCFF788ONH/@@download/ENCFF788ONH.bed.gz
ENCFF770RAR,GRCh38,ENCSR000EEW,HepG2,cell line,Homo sapiens,ESRRA,2011/10/29,ENCODE,https://www.encodeproject.org/files/ENCFF770RAR/@@download/ENCFF770RAR.bed.gz
ENCFF552VXR,GRCh38,ENCSR616MOB,A549,cell line,Homo sapiens,CBX8,2016/11/23,ENCODE,https://www.encodeproject.org/files/ENCFF552VXR/@@download/ENCFF552VXR.bed.gz
ENCFF882XTP,GRCh38,ENCSR526HRN,K562,cell line,Homo sapiens,ZNF184,2020/6/30,ENCODE,https://www.encodeproject.org/files/ENCFF882XTP/@@download/ENCFF882XTP.bed.gz
ENCFF753PSU,GRCh38,ENCSR098YLE,HEK293,cell line,Homo sapiens,PRDM1,2016/10/7,ENCODE,https://www.encodeproject.org/files/ENCFF753PSU/@@download/ENCFF753PSU.bed.gz
ENCFF233GVJ,GRCh38,ENCSR000ATS,H1,cell line,Homo sapiens,SUZ12,2012/8/6,ENCODE,https://www.encodeproject.org/files/ENCFF233GVJ/@@download/ENCFF233GVJ.bed.gz
ENCFF773OGL,GRCh38,ENCSR892ZTO,HEK293,cell line,Homo sapiens,ZNF548,2016/12/19,ENCODE,https://www.encodeproject.org/files/ENCFF773OGL/@@download/ENCFF773OGL.bed.gz
ENCFF516AQO,GRCh38,ENCSR879KXD,K562,cell line,Homo sapiens,RAD21,2020/7/8,ENCODE,https://www.encodeproject.org/files/ENCFF516AQO/@@download/ENCFF516AQO.bed.gz
ENCFF301CNM,GRCh38,ENCSR000BQI,HepG2,cell line,Homo sapiens,CEBPB,2012/2/29,ENCODE,https://www.encodeproject.org/files/ENCFF301CNM/@@download/ENCFF301CNM.bed.gz
ENCFF702XIF,GRCh38,ENCSR933MHJ,A549,cell line,Homo sapiens,KDM5A,2016/11/23,ENCODE,https://www.encodeproject.org/files/ENCFF702XIF/@@download/ENCFF702XIF.bed.gz
ENCFF735CAY,GRCh38,ENCSR295BIP,HEK293,cell line,Homo sapiens,ZNF777,2017/4/6,ENCODE,https://www.encodeproject.org/files/ENCFF735CAY/@@download/ENCFF735CAY.bed.gz
ENCFF680JMZ,GRCh38,ENCSR000BSP,MCF-7,cell line,Homo sapiens,REST,2012/9/10,ENCODE,https://www.encodeproject.org/files/ENCFF680JMZ/@@download/ENCFF680JMZ.bed.gz
ENCFF757RXU,GRCh38,ENCSR103GAK,HEK293,cell line,Homo sapiens,ZNF175,2016/10/7,ENCODE,https://www.encodeproject.org/files/ENCFF757RXU/@@download/ENCFF757RXU.bed.gz
ENCFF809WKH,GRCh38,ENCSR000BQE,Ishikawa,cell line,Homo sapiens,CTCF,2012/2/29,ENCODE,https://www.encodeproject.org/files/ENCFF809WKH/@@download/ENCFF809WKH.bed.gz
ENCFF438PCR,GRCh38,ENCSR000BSW,Ishikawa,cell line,Homo sapiens,TEAD4,2012/9/10,ENCODE,https://www.encodeproject.org/files/ENCFF438PCR/@@download/ENCFF438PCR.bed.gz
ENCFF972WFM,GRCh38,ENCSR021DJC,HEK293,cell line,Homo sapiens,BCL11A,2016/10/25,ENCODE,https://www.encodeproject.org/files/ENCFF972WFM/@@download/ENCFF972WFM.bed.gz
ENCFF827VVQ,GRCh38,ENCSR000BHD,GM12878,cell line,Homo sapiens,PAX5,2011/7/18,ENCODE,https://www.encodeproject.org/files/ENCFF827VVQ/@@download/ENCFF827VVQ.bed.gz
ENCFF298ZCT,GRCh38,ENCSR563GCV,A549,cell line,Homo sapiens,FOSL2,2016/10/27,GGR,https://www.encodeproject.org/files/ENCFF298ZCT/@@download/ENCFF298ZCT.bed.gz
ENCFF223FOF,GRCh38,ENCSR764YDL,K562,cell line,Homo sapiens,NR0B1,2018/1/26,ENCODE,https://www.encodeproject.org/files/ENCFF223FOF/@@download/ENCFF223FOF.bed.gz
ENCFF462ZIG,GRCh38,ENCSR459FUE,K562,cell line,Homo sapiens,ERF,2020/8/3,ENCODE,https://www.encodeproject.org/files/ENCFF462ZIG/@@download/ENCFF462ZIG.bed.gz
ENCFF633QMT,GRCh38,ENCSR078POK,A549,cell line,Homo sapiens,HES2,2016/10/27,GGR,https://www.encodeproject.org/files/ENCFF633QMT/@@download/ENCFF633QMT.bed.gz
ENCFF812KQC,GRCh38,ENCSR811JJM,HEK293,cell line,Homo sapiens,ZNF19,2016/12/19,ENCODE,https://www.encodeproject.org/files/ENCFF812KQC/@@download/ENCFF812KQC.bed.gz
ENCFF156CMT,GRCh38,ENCSR126YJQ,K562,cell line,Homo sapiens,HMG20A,2020/8/3,ENCODE,https://www.encodeproject.org/files/ENCFF156CMT/@@download/ENCFF156CMT.bed.gz
ENCFF708IYN,GRCh38,ENCSR506KWJ,K562,cell line,Homo sapiens,XRCC5,2017/12/1,ENCODE,https://www.encodeproject.org/files/ENCFF708IYN/@@download/ENCFF708IYN.bed.gz
ENCFF171NEU,GRCh38,ENCSR000BKO,K562,cell line,Homo sapiens,SP1,2011/7/18,ENCODE,https://www.encodeproject.org/files/ENCFF171NEU/@@download/ENCFF171NEU.bed.gz
ENCFF176DIO,GRCh38,ENCSR610RKF,A549,cell line,Homo sapiens,EP300,2016/10/27,GGR,https://www.encodeproject.org/files/ENCFF176DIO/@@download/ENCFF176DIO.bed.gz
ENCFF904DOZ,GRCh38,ENCSR581KCO,HepG2,cell line,Homo sapiens,MYBL2,2020/7/9,ENCODE,https://www.encodeproject.org/files/ENCFF904DOZ/@@download/ENCFF904DOZ.bed.gz
ENCFF411GOS,GRCh38,ENCSR929IMB,HepG2,cell line,Homo sapiens,AKNA,2020/7/8,ENCODE,https://www.encodeproject.org/files/ENCFF411GOS/@@download/ENCFF411GOS.bed.gz
ENCFF803CYY,GRCh38,ENCSR158RYZ,K562,cell line,Homo sapiens,ZBTB40,2017/12/1,ENCODE,https://www.encodeproject.org/files/ENCFF803CYY/@@download/ENCFF803CYY.bed.gz
ENCFF443WEJ,GRCh38,ENCSR876UYH,MCF-7,cell line,Homo sapiens,ZHX2,2016/11/8,ENCODE,https://www.encodeproject.org/files/ENCFF443WEJ/@@download/ENCFF443WEJ.bed.gz
ENCFF166QJY,GRCh38,ENCSR124APT,HepG2,cell line,Homo sapiens,NFYA,2020/7/8,ENCODE,https://www.encodeproject.org/files/ENCFF166QJY/@@download/ENCFF166QJY.bed.gz
ENCFF702AQS,GRCh38,ENCSR302AWT,K562,cell line,Homo sapiens,FOXK2,2016/6/14,ENCODE,https://www.encodeproject.org/files/ENCFF702AQS/@@download/ENCFF702AQS.bed.gz
ENCFF135JMT,GRCh38,ENCSR730TBC,HepG2,cell line,Homo sapiens,MNT,2017/6/7,ENCODE,https://www.encodeproject.org/files/ENCFF135JMT/@@download/ENCFF135JMT.bed.gz
ENCFF481VPQ,GRCh38,ENCSR647BZJ,HepG2,cell line,Homo sapiens,YEATS2,2020/7/9,ENCODE,https://www.encodeproject.org/files/ENCFF481VPQ/@@download/ENCFF481VPQ.bed.gz
ENCFF319ZYX,GRCh38,ENCSR000EWD,K562,cell line,Homo sapiens,SETDB1,2012/5/14,ENCODE,https://www.encodeproject.org/files/ENCFF319ZYX/@@download/ENCFF319ZYX.bed.gz
ENCFF552LAX,GRCh38,ENCSR000DPY,fibroblast of the aortic adventitia,primary cell,Homo sapiens,CTCF,2011/3/17,ENCODE,https://www.encodeproject.org/files/ENCFF552LAX/@@download/ENCFF552LAX.bed.gz
ENCFF307GHJ,GRCh38,ENCSR000EHQ,K562,cell line,Homo sapiens,POLR3G,2011/10/29,ENCODE,https://www.encodeproject.org/files/ENCFF307GHJ/@@download/ENCFF307GHJ.bed.gz
ENCFF568QUD,GRCh38,ENCSR000ATC,HeLa-S3,cell line,Homo sapiens,EZH2,2012/8/6,ENCODE,https://www.encodeproject.org/files/ENCFF568QUD/@@download/ENCFF568QUD.bed.gz
ENCFF816AEF,GRCh38,ENCSR000ATY,K562,cell line,Homo sapiens,NCOR1,2012/8/6,ENCODE,https://www.encodeproject.org/files/ENCFF816AEF/@@download/ENCFF816AEF.bed.gz
ENCFF603URE,GRCh38,ENCSR000BLB,Ishikawa,cell line,Homo sapiens,NR3C1,2011/7/18,ENCODE,https://www.encodeproject.org/files/ENCFF603URE/@@download/ENCFF603URE.bed.gz
ENCFF568ZPW,GRCh38,ENCSR000EFW,K562,cell line,Homo sapiens,UBTF,2012/5/14,ENCODE,https://www.encodeproject.org/files/ENCFF568ZPW/@@download/ENCFF568ZPW.bed.gz
ENCFF058KJG,GRCh38,ENCSR508DQA,K562,cell line,Homo sapiens,FOXK2,2016/4/22,ENCODE,https://www.encodeproject.org/files/ENCFF058KJG/@@download/ENCFF058KJG.bed.gz
ENCFF675PHY,GRCh38,ENCSR000FAG,K562,cell line,Homo sapiens,MYC,2011/10/29,ENCODE,https://www.encodeproject.org/files/ENCFF675PHY/@@download/ENCFF675PHY.bed.gz
ENCFF796KBR,GRCh38,ENCSR006WUS,MCF-7,cell line,Homo sapiens,NEUROD1,2018/1/26,ENCODE,https://www.encodeproject.org/files/ENCFF796KBR/@@download/ENCFF796KBR.bed.gz
ENCFF760MKH,GRCh38,ENCSR429CLV,HCT116,cell line,Homo sapiens,EZH2phosphoT487,2018/2/6,ENCODE,https://www.encodeproject.org/files/ENCFF760MKH/@@download/ENCFF760MKH.bed.gz
ENCFF260GEA,GRCh38,ENCSR000BTS,SK-N-SH,cell line,Homo sapiens,ZBTB33,2012/9/10,ENCODE,https://www.encodeproject.org/files/ENCFF260GEA/@@download/ENCFF260GEA.bed.gz
ENCFF565QWY,GRCh38,ENCSR000BST,MCF-7,cell line,Homo sapiens,GATA3,2012/9/10,ENCODE,https://www.encodeproject.org/files/ENCFF565QWY/@@download/ENCFF565QWY.bed.gz
ENCFF619GRL,GRCh38,ENCSR000EEJ,HepG2,cell line,Homo sapiens,IRF3,2011/10/29,ENCODE,https://www.encodeproject.org/files/ENCFF619GRL/@@download/ENCFF619GRL.bed.gz
ENCFF067KCK,GRCh38,ENCSR336DXE,K562,cell line,Homo sapiens,SKIL,2017/6/29,ENCODE,https://www.encodeproject.org/files/ENCFF067KCK/@@download/ENCFF067KCK.bed.gz
ENCFF455OST,GRCh38,ENCSR014RCS,K562,cell line,Homo sapiens,HNRNPK,2018/1/19,ENCODE,https://www.encodeproject.org/files/ENCFF455OST/@@download/ENCFF455OST.bed.gz
ENCFF022QCK,GRCh38,ENCSR127XTZ,HepG2,cell line,Homo sapiens,HNF1B,2020/8/28,ENCODE,https://www.encodeproject.org/files/ENCFF022QCK/@@download/ENCFF022QCK.bed.gz
ENCFF485SII,GRCh38,ENCSR854JES,HepG2,cell line,Homo sapiens,POLR2G,2018/1/18,ENCODE,https://www.encodeproject.org/files/ENCFF485SII/@@download/ENCFF485SII.bed.gz
ENCFF571VYR,GRCh38,ENCSR197DJH,MCF-7,cell line,Homo sapiens,SREBF1,2016/6/14,ENCODE,https://www.encodeproject.org/files/ENCFF571VYR/@@download/ENCFF571VYR.bed.gz
ENCFF385LSO,GRCh38,ENCSR000BKI,Ishikawa,cell line,Homo sapiens,POLR2A,2011/7/18,ENCODE,https://www.encodeproject.org/files/ENCFF385LSO/@@download/ENCFF385LSO.bed.gz
ENCFF639KLW,GRCh38,ENCSR347NOB,GM12878,cell line,Homo sapiens,CEBPZ,2016/3/2,ENCODE,https://www.encodeproject.org/files/ENCFF639KLW/@@download/ENCFF639KLW.bed.gz
ENCFF722UJW,GRCh38,ENCSR000AVD,K562,cell line,Homo sapiens,CHD7,2012/8/6,ENCODE,https://www.encodeproject.org/files/ENCFF722UJW/@@download/ENCFF722UJW.bed.gz
ENCFF242AOL,GRCh38,ENCSR004GKA,K562,cell line,Homo sapiens,ZEB2,2016/6/14,ENCODE,https://www.encodeproject.org/files/ENCFF242AOL/@@download/ENCFF242AOL.bed.gz
ENCFF298KGE,GRCh38,ENCSR000DWN,NB4,cell line,Homo sapiens,CTCF,2012/1/17,ENCODE,https://www.encodeproject.org/files/ENCFF298KGE/@@download/ENCFF298KGE.bed.gz
ENCFF440JOS,GRCh38,ENCSR000BKE,HepG2,cell line,Homo sapiens,ATF3,2011/7/18,ENCODE,https://www.encodeproject.org/files/ENCFF440JOS/@@download/ENCFF440JOS.bed.gz
ENCFF526KAO,GRCh38,ENCSR487ASM,MCF-7,cell line,Homo sapiens,SMARCA5,2017/6/7,ENCODE,https://www.encodeproject.org/files/ENCFF526KAO/@@download/ENCFF526KAO.bed.gz
ENCFF707DWY,GRCh38,ENCSR000BHB,GM12878,cell line,Homo sapiens,EP300,2011/7/18,ENCODE,https://www.encodeproject.org/files/ENCFF707DWY/@@download/ENCFF707DWY.bed.gz
ENCFF558WZE,GRCh38,ENCSR604VAE,HepG2,cell line,Homo sapiens,PHF8,2020/7/16,ENCODE,https://www.encodeproject.org/files/ENCFF558WZE/@@download/ENCFF558WZE.bed.gz
ENCFF620YHG,GRCh38,ENCSR913ODG,HepG2,cell line,Homo sapiens,MTF2,2020/6/30,ENCODE,https://www.encodeproject.org/files/ENCFF620YHG/@@download/ENCFF620YHG.bed.gz
ENCFF650LAZ,GRCh38,ENCSR000BOZ,SK-N-SH,cell line,Homo sapiens,REST,2012/2/29,ENCODE,https://www.encodeproject.org/files/ENCFF650LAZ/@@download/ENCFF650LAZ.bed.gz
ENCFF143VTV,GRCh38,ENCSR572DUJ,body of pancreas,tissue,Homo sapiens,CTCF,2017/8/28,ENCODE,https://www.encodeproject.org/files/ENCFF143VTV/@@download/ENCFF143VTV.bed.gz
ENCFF072ZEW,GRCh38,ENCSR000DPA,MCF 10A,cell line,Homo sapiens,POLR2A,2011/10/29,ENCODE,https://www.encodeproject.org/files/ENCFF072ZEW/@@download/ENCFF072ZEW.bed.gz
ENCFF793GVV,GRCh38,ENCSR000EHS,NB4,cell line,Homo sapiens,MAX,2011/10/29,ENCODE,https://www.encodeproject.org/files/ENCFF793GVV/@@download/ENCFF793GVV.bed.gz
ENCFF408CTC,GRCh38,ENCSR196FSX,HepG2,cell line,Homo sapiens,ZFP82,2020/8/28,ENCODE,https://www.encodeproject.org/files/ENCFF408CTC/@@download/ENCFF408CTC.bed.gz
ENCFF328SRN,GRCh38,ENCSR416HDG,HepG2,cell line,Homo sapiens,RXRA,2020/8/14,ENCODE,https://www.encodeproject.org/files/ENCFF328SRN/@@download/ENCFF328SRN.bed.gz
ENCFF143SAQ,GRCh38,ENCSR000EDB,HeLa-S3,cell line,Homo sapiens,BRCA1,2011/10/29,ENCODE,https://www.encodeproject.org/files/ENCFF143SAQ/@@download/ENCFF143SAQ.bed.gz
ENCFF752EMN,GRCh38,ENCSR000EWI,K562,cell line,Homo sapiens,SETDB1,2011/10/29,ENCODE,https://www.encodeproject.org/files/ENCFF752EMN/@@download/ENCFF752EMN.bed.gz
ENCFF138KSX,GRCh38,ENCSR000BTV,neural cell,in vitro differentiated cells,Homo sapiens,REST,2012/9/10,ENCODE,https://www.encodeproject.org/files/ENCFF138KSX/@@download/ENCFF138KSX.bed.gz
ENCFF285TMA,GRCh38,ENCSR177DNR,K562,cell line,Homo sapiens,FIP1L1,2018/1/16,ENCODE,https://www.encodeproject.org/files/ENCFF285TMA/@@download/ENCFF285TMA.bed.gz
ENCFF160KVW,GRCh38,ENCSR142SQX,uterus,tissue,Homo sapiens,POLR2A,2016/12/8,ENCODE,https://www.encodeproject.org/files/ENCFF160KVW/@@download/ENCFF160KVW.bed.gz
ENCFF141AQU,GRCh38,ENCSR696MBC,HepG2,cell line,Homo sapiens,SRSF4,2018/1/19,ENCODE,https://www.encodeproject.org/files/ENCFF141AQU/@@download/ENCFF141AQU.bed.gz
ENCFF832INR,GRCh38,ENCSR000DTO,HCT116,cell line,Homo sapiens,CTCF,2012/1/17,ENCODE,https://www.encodeproject.org/files/ENCFF832INR/@@download/ENCFF832INR.bed.gz
ENCFF229DYR,GRCh38,ENCSR000DTI,cardiac muscle cell,primary cell,Homo sapiens,CTCF,2012/1/17,ENCODE,https://www.encodeproject.org/files/ENCFF229DYR/@@download/ENCFF229DYR.bed.gz
ENCFF828VJU,GRCh38,ENCSR401KRN,right atrium auricular region,tissue,Homo sapiens,CTCF,2019/9/11,ENCODE,https://www.encodeproject.org/files/ENCFF828VJU/@@download/ENCFF828VJU.bed.gz
ENCFF986BYT,GRCh38,ENCSR033VAZ,K562,cell line,Homo sapiens,TARDBP,2016/4/22,ENCODE,https://www.encodeproject.org/files/ENCFF986BYT/@@download/ENCFF986BYT.bed.gz
ENCFF784BTI,GRCh38,ENCSR000BKS,K562,cell line,Homo sapiens,TAF1,2011/7/18,ENCODE,https://www.encodeproject.org/files/ENCFF784BTI/@@download/ENCFF784BTI.bed.gz
